sex,age,friends,postsOnTheWall,weeklyPostActivity,pages,occupation,relation,alcohol,smoking,lifeMain,peopleMain,political,followers,goodUser
1,15,94,41,0.026152794765064533,165,school,0,0,0,0,0,0,65,0
1,0,18,233,0.15875079326307473,36,university,0,0,0,0,0,0,30,0
1,0,159,0,0,101,school,0,0,0,0,0,0,111,0
1,0,75,2,0.34538724145926103,47,school,0,0,0,0,0,0,259,0
2,0,158,0,0,6,unknown,0,0,0,0,0,0,7,0
1,19,79,255,1.0827791331083112,109,unknown,0,0,0,0,0,0,17,0
2,0,78,393,0.6344483171317805,112,school,0,0,0,0,0,0,10,0
1,0,12,12,0.18838509926194033,16,unknown,0,0,0,0,0,0,2,0
1,22,105,21904,16.908636656774036,297,unknown,0,0,0,0,0,0,243,0
2,0,5,1113,0.7548355178576672,370,unknown,0,0,0,0,0,0,82,0
1,0,256,523,0.17559679836462813,95,university,0,0,0,0,0,0,110,0
2,16,104,982,0.8711435456253227,160,unknown,7,5,5,3,6,0,8,0
1,43,48,365,0.36704612069052817,60,unknown,0,0,0,0,0,0,46,0
1,14,32,91,0.08120064674233063,75,unknown,0,0,0,0,0,0,14,0
1,0,34,0,0,42,university,1,0,0,0,0,3,182,0
2,0,57,26,0.020979137357371704,80,university,0,2,2,3,1,0,94,0
1,0,247,14,0.017763100506900383,34,work,0,0,0,0,0,0,37,0
1,0,38,6306,2.597954259029122,298,unknown,0,0,0,0,0,0,33,0
1,0,66,60,0.061406040549166166,68,unknown,0,0,0,0,0,0,39,0
1,0,134,15028,9.196536926088964,240,work,1,4,4,0,0,0,658,0
1,0,50,3340,4.68242160522446,122,unknown,0,0,0,0,0,0,25,0
1,36,468,691,3.4524817661932237,57,unknown,0,0,0,0,0,0,210,0
1,54,85,667,0.26750527145594194,45,university,4,0,0,0,0,0,22,0
1,0,115,1047,0.41775737429685095,72,university,0,0,0,0,0,0,130,0
1,0,13,414,2.360224422439631,27,school,0,0,0,0,0,0,1,0
1,0,104,1151,3.063877834070205,24,work,0,1,1,5,2,0,54,0
1,18,295,3669,1.4799462667369698,690,university,0,0,0,0,0,0,340,0
1,0,59,1401,1.996709265882439,153,unknown,0,0,0,0,0,0,0,0
1,0,8,13,0.010395935959109318,16,unknown,1,2,1,1,5,0,2,0
1,0,35,1006,0.5099551867163826,61,university,0,0,0,0,0,0,26,0
1,29,172,340,0.134681275153107,3,university,0,0,0,0,0,0,84,0
1,0,9555,4,1.2766947790719583,46,unknown,0,0,0,0,0,0,2859,0
1,0,188,2093,2.7494450600181444,139,work,0,0,0,0,0,0,4,0
1,52,38,5280,2.618404827408395,83,unknown,0,0,0,0,0,2,78,0
2,0,450,4284,1.761354570868711,145,unknown,0,4,5,4,2,2,0,0
1,25,174,2,0.1510801179264254,23,unknown,0,0,0,0,0,0,77,0
1,0,91,319,1.2921225791219741,13,unknown,0,0,0,0,0,0,8,0
1,23,182,23,0.018031782322995172,22,work,0,0,0,0,0,0,86,0
1,24,247,13123,4.706570547778453,186,university,0,0,0,0,0,0,505,0
1,0,135,306,0.1279626222760117,23,unknown,0,0,0,0,0,0,28,0
1,59,78,50696,19.837565037703214,8,unknown,0,0,0,0,0,0,40,0
1,0,81,881,1.443474223449728,297,unknown,2,1,1,6,2,0,69,0
2,16,58,426,0.14857726982606098,118,work,0,0,0,0,0,0,101,0
1,0,31,88,0.37060813132723747,107,unknown,0,0,0,0,0,0,74,0
1,0,142,3,3.8766414405791036,0,unknown,0,0,0,0,0,0,0,0
1,0,188,415,0.1976868172400371,135,unknown,0,0,0,0,0,0,37,0
1,0,707,217,0.09835849622739548,38,unknown,0,0,0,0,0,0,132,0
1,0,50,387,0.4171777395910493,20,unknown,0,0,0,0,0,0,9,0
2,0,204,29098,29.148349387820442,536,unknown,0,0,0,0,0,0,379,0
1,0,21,1213,1.5628480371593354,112,unknown,0,0,0,0,0,0,159,0
1,0,48,10,0.15816739639074448,12,unknown,0,0,0,0,0,0,4,0
1,0,16,0,0,2,unknown,0,0,0,0,0,0,13,0
1,0,102,7242,3.568679197761705,66,unknown,0,0,0,0,0,0,222,0
2,0,87,5888,2.419660276259711,56,work,0,0,0,0,0,0,74,0
1,0,111,1,0.28229758870809646,72,university,0,0,0,0,0,0,168,0
1,0,2759,469,0.7361101526091196,767,work,0,0,0,0,0,0,302,0
1,0,123,270,0.462993753573599,134,unknown,0,0,0,0,0,0,12,0
2,14,168,419,1.473187503982924,160,unknown,0,1,1,1,2,3,11,0
1,15,206,7,0.8415311191195092,31,unknown,6,0,0,0,0,0,110,0
1,0,190,230,0.12897327679156648,60,school,0,0,0,0,0,0,195,0
1,0,45,356,0.7408263061162969,57,unknown,4,1,1,0,5,0,12,0
1,0,520,10171,4.641661825035014,68,university,0,0,0,0,0,0,813,0
1,0,76,0,0,115,school,0,0,0,0,0,0,34,0
1,19,18,1,1.5118903879468737,295,unknown,0,0,0,0,0,0,6,0
2,0,3,0,0,1,unknown,0,0,0,0,0,0,0,0
1,0,41,8,0.2890996628425373,431,school,0,0,0,0,0,0,937,0
1,17,24,8,0.09387989214134845,4,unknown,0,0,0,0,0,0,0,0
1,59,5,2,0.010940697368154468,6,unknown,0,0,0,0,0,0,1,0
1,0,121,54,0.07207195294524515,233,unknown,0,0,0,0,0,0,60,0
1,0,32,182,0.11760956055154194,57,unknown,0,0,0,0,0,0,1,0
1,0,857,86,0.332278892822259,96,work,0,0,0,0,0,0,74,0
1,50,97,2489,10.986074709329532,51,unknown,0,4,5,0,2,0,3,0
2,0,309,4079,45.07550686117304,10,unknown,0,0,0,0,0,0,25,0
1,14,122,1124,1.4008810408735852,318,unknown,0,0,0,0,0,0,9,0
1,0,178,500,0.2273422455843979,64,unknown,0,0,0,0,0,0,22,0
1,0,334,21214,17.944933462728695,110,unknown,0,0,0,0,0,0,384,0
1,0,29,61,0.10567095371464258,3,unknown,0,0,0,0,0,0,12,0
2,16,195,22,0.2694530944224145,187,unknown,0,2,2,6,1,0,30,0
1,0,108,2924,1.6439430230469094,189,unknown,0,0,0,0,0,0,37,0
1,0,77,6,0.010090585584866614,23,school,0,0,0,0,0,0,2,0
1,18,4,32,0.07835820736895342,0,school,0,0,0,0,0,0,1,0
1,34,951,1400,0.6884129934332878,26,work,0,0,0,0,0,0,191,0
1,0,1075,1228,0.6191911329106939,172,unknown,0,0,0,0,0,0,127,0
1,22,90,14,0.020034143838892095,94,university,0,0,0,0,0,0,215,0
1,43,115,9,2.7746753779674505,96,unknown,0,0,0,0,0,0,129,0
1,0,2153,5,0.08575180212771659,71,work,0,0,0,0,0,0,4,0
1,52,41,159,0.09077156364306295,7,unknown,1,0,0,0,0,0,24,0
1,0,285,6024,5.08177027042306,43,unknown,0,0,0,0,0,0,54,0
2,0,19,1495,3.4546414362587257,14,unknown,0,0,0,0,0,0,3,0
1,0,28,2055,2.2230325741657224,11,unknown,4,0,0,0,0,0,11,0
1,15,38,2,0.3475364732288311,124,unknown,0,0,0,0,0,0,47,0
1,0,76,71,0.031339911332634855,16,unknown,0,0,0,0,0,0,2,0
1,0,43,499,0.26409531468059716,7,unknown,4,0,0,0,0,0,5,0
1,21,391,2244,0.766229655897116,86,work,3,3,1,6,1,3,715,0
1,0,392,91,0.12256319828591103,98,work,0,0,0,0,0,0,340,0
2,19,36,4,0.07356827640555108,39,unknown,0,0,0,0,0,0,96,0
1,0,218,466,0.3814734487756417,340,school,0,0,0,0,0,0,130,0
1,0,5,27,0.40810314261112535,16,unknown,0,0,0,0,0,0,8,0
1,35,45,12,0.04306675147094889,0,unknown,0,0,0,0,0,0,19,0
1,21,61,27,0.24052918896151665,42,university,0,0,0,0,0,0,17,0
1,0,17,17,0.2952493558506531,58,unknown,0,0,0,0,0,0,1,0
1,0,56,109,0.2918856043734491,13,unknown,0,0,0,0,0,0,3,0
1,0,61,27,0.026361545935615318,59,university,0,0,0,0,0,0,24,0
1,0,64,109,0.48135544984163353,20,university,4,4,4,6,6,0,22,0
1,0,194,10070,4.167484590186763,211,unknown,0,0,0,0,0,0,69,0
1,0,138,972,0.7327827684082541,809,school,0,0,0,0,0,0,221,0
1,15,106,2072,1.508762214128574,98,unknown,0,0,0,0,0,0,31,0
1,0,68,317,0.33397782863172387,55,unknown,0,0,0,0,0,0,653,0
2,0,144,4,0.0660192728137563,93,university,0,0,0,0,0,0,155,0
2,0,15,1916,9.388550716664861,83,work,0,0,0,0,0,0,190,0
1,15,101,333,0.6750846073097844,317,school,0,0,0,0,0,0,2,0
1,0,27,140,0.2149848645039052,114,unknown,0,0,0,0,0,0,10,0
1,0,15,30,0.04186614057467675,0,unknown,1,0,0,0,0,0,0,0
2,0,92,22,0.042321955055232625,98,university,7,0,0,0,0,0,187,0
1,0,90,69,0.35872192317697077,27,unknown,0,0,0,0,0,0,0,0
1,0,160,53,0.08565978791308441,136,unknown,0,0,0,0,0,0,40,0
1,0,71,2291,0.9316021995391189,22,unknown,0,0,0,0,0,0,44,0
1,0,56,1479,1.2341569580865035,117,university,0,0,0,0,0,0,16,0
1,49,0,0,0,12,unknown,0,0,0,0,0,0,0,0
1,54,46,2829,4.444371308696627,61,unknown,4,0,0,0,0,0,0,0
1,0,220,9,0.020678334466528753,152,work,0,0,0,0,0,0,377,0
1,14,103,415,1.0215809546493957,17,unknown,0,0,0,0,0,0,0,0
1,0,13,224,0.08936414155217963,5,work,1,0,0,0,0,0,17,0
1,0,362,2484,1.1935526282150932,142,unknown,0,0,0,0,0,0,730,0
1,0,109,99,0.15884575944163903,58,unknown,0,0,0,0,0,0,1,0
1,0,139,12,0.08732943995195534,94,unknown,0,0,0,0,0,0,146,0
1,0,4,91,0.1344361690746165,31,unknown,0,0,0,0,0,0,0,0
2,0,80,8873,5.066480860877832,86,unknown,0,0,0,0,0,0,27,0
1,41,698,4281,3.3229725819886253,1037,unknown,0,0,0,0,0,0,48,0
1,0,228,152,0.7297809045775681,62,unknown,0,0,0,0,0,0,15,0
1,0,72,669,0.6513520313445361,224,unknown,4,0,0,0,0,0,10,0
1,0,73,4,0.007571395067880207,116,school,0,0,0,0,0,0,66,0
1,0,46,168,0.14843688754009812,638,unknown,0,0,0,0,0,0,38,0
2,116,67,641,0.7143183644763332,29,unknown,0,1,1,0,2,3,95,0
1,0,47,1193,2.7031737650486436,35,unknown,0,0,0,0,0,0,1,0
1,35,37,8,0.00696127784164936,77,unknown,0,0,0,0,2,0,94,0
1,0,34,310,0.298490869215129,38,unknown,0,0,0,0,0,0,63,0
1,35,189,5348,2.3558314278219115,1,work,0,0,0,0,0,0,192,0
2,0,777,859,0.6625712452278508,774,unknown,0,0,0,0,0,0,552,0
1,0,21,1462,6.154124680989076,15,unknown,0,0,0,0,0,0,0,0
1,0,440,14,0.05946288146623196,24,unknown,0,0,0,0,0,0,18,0
1,58,92,31475,42.80650317459056,196,unknown,0,0,0,0,0,0,55,0
1,42,73,28,0.03416243949077461,108,work,0,0,0,0,0,0,82,0
1,57,22,1316,3.40571569469832,24,unknown,0,0,0,0,0,0,3,0
1,0,198,583,0.23400380958603384,32,university,0,0,0,0,0,0,89,0
1,0,57,286,0.9947175355879496,63,unknown,0,0,0,0,0,0,3,0
2,38,199,8,0.0032004796867100816,0,unknown,0,0,0,0,0,0,8,0
1,34,79,119,0.16489926599650467,15,unknown,0,0,0,0,0,0,18,0
1,0,412,379,0.22329740180622978,44,work,4,0,0,0,0,0,137,0
1,0,12,15,0.014615956110719794,12,unknown,0,0,0,0,0,0,1,0
1,0,66,87,0.12300750401740565,16,unknown,0,0,0,0,0,0,1,0
1,0,47,72,0.03381010887797489,18,unknown,0,0,0,0,0,0,7,0
1,0,145,2,0.9429689333209641,68,university,0,0,0,0,0,0,97,0
2,20,17,116,0.21983147306564355,51,university,0,0,0,0,0,0,1,0
1,42,64,43,0.01824865319541251,8,unknown,0,0,0,0,0,0,37,0
1,0,12,3,0.028103879397926433,198,school,0,0,0,0,0,0,156,0
1,0,431,14,0.020430930482948282,81,university,0,0,0,0,0,0,253,0
1,0,154,298,0.39773631756063954,172,unknown,0,0,0,0,0,0,18,0
2,35,16,21,0.007996278663066101,2,unknown,0,2,1,0,0,3,3,0
1,0,127,10,0.02443075285485647,33,school,0,0,0,0,0,0,20,0
1,19,270,632,1.7205703485515538,283,school,0,0,0,0,0,0,28,0
1,34,115,4503,2.2323223614610925,66,university,0,0,0,0,0,0,82,0
2,58,69,32,0.039532880015921826,1,unknown,5,0,0,0,0,0,1,0
1,0,484,3212,1.014823004391014,190,university,0,0,0,0,0,0,356,0
2,17,72,80,0.13542431187717455,42,unknown,7,0,0,0,0,0,46,0
1,0,1748,10171,4.491069982087325,639,unknown,4,1,1,6,2,0,363,0
1,17,104,2812,1.1812130682216657,28,school,0,0,0,0,0,0,135,0
1,17,199,1418,0.8804969486049492,163,unknown,0,0,0,0,0,0,184,0
2,24,418,3702,1.1205597490452999,162,work,3,3,4,0,6,0,157,0
1,0,74,36,0.028207598639534745,2,unknown,0,0,0,0,0,0,15,0
1,36,54,44,1.197902158719515,8,unknown,6,0,0,0,0,0,2,0
2,18,34,10,0.01219678616660841,42,school,6,0,0,0,0,0,111,0
1,16,74,45,0.04754051679671997,328,unknown,0,0,0,0,0,0,105,0
1,30,197,41,0.04796715614722992,88,university,0,0,0,0,0,0,152,0
1,15,189,885,1.3993364425062573,391,unknown,0,0,0,0,0,0,42,0
2,0,140,0,0,34,unknown,0,0,0,0,0,0,24,0
1,23,79,97,0.059282984022242656,33,work,0,0,0,0,0,0,49,0
1,44,55,205,0.10657225795843919,66,unknown,0,0,0,0,0,0,77,0
1,0,223,2408,2.8812806223452694,436,unknown,0,0,0,0,0,0,96,0
1,0,38,70,0.3699304300808244,58,unknown,0,0,0,0,0,0,12,0
2,0,91,1104,0.8267940505423733,37,unknown,0,0,0,0,0,0,0,0
1,54,164,53386,37.99053960653943,65,unknown,4,0,0,0,0,0,15,0
1,0,58,969,2.5267190452878574,16,unknown,0,0,0,0,0,0,11,0
1,0,102,108,0.07471820326551025,65,unknown,0,0,0,0,0,0,7,0
1,0,118,3,0.016611975965700885,25,unknown,0,0,0,0,0,0,38,0
2,24,150,139,0.0461218732634474,48,university,0,0,0,0,0,0,164,0
2,0,203,72,0.06129956677914677,78,unknown,0,0,0,0,0,0,748,0
1,27,1313,4182,1.4126372800652138,73,university,1,0,0,1,2,3,323,0
1,61,101,1412,4.390539995161642,456,unknown,4,0,0,0,0,0,83,0
1,0,66,2373,9.277387399902352,28,unknown,1,0,0,0,0,0,26,0
2,0,74,36,0.020839334898530147,22,unknown,0,0,0,0,0,0,10,0
1,0,80,100,0.0625541248841554,30,unknown,0,0,0,0,0,0,30,0
1,19,135,1955,0.8086457613570847,134,university,0,2,1,1,2,3,235,0
2,22,204,42,0.06875761853759056,82,school,0,0,0,0,0,0,69,0
1,0,97,6,0.09777547589628936,867,unknown,0,0,0,0,0,0,407,0
1,0,284,2302,0.6408227283750151,81,unknown,0,0,0,0,0,0,133,0
1,0,76,30,0.04127539505704531,26,unknown,0,0,0,0,0,0,56,0
1,0,51,12,0.085747766757804,94,unknown,0,0,0,0,0,0,9,0
2,0,42,2355,1.7850253208884184,525,unknown,0,0,0,0,0,0,17,0
1,52,707,3240,1.584022557654571,16,unknown,0,0,0,0,0,0,0,0
2,16,262,408,0.21120932093422043,105,work,0,0,0,0,0,0,117,0
1,0,593,183,0.1461316184581373,415,unknown,0,0,0,0,0,0,132,0
1,52,151,6306,4.416740126545601,16,university,1,4,3,6,6,8,24,0
1,0,10,11,0.15830562346414478,19,unknown,0,0,0,0,0,0,14,0
1,14,18,326,5.068261126722903,11,unknown,0,0,0,0,0,0,0,0
1,0,153,4,0.0799272883696082,298,school,0,5,5,0,2,0,66,0
1,0,519,2102,0.5964135543555367,22,unknown,0,2,2,0,2,0,371,0
1,39,12,12,0.007035331709986636,7,unknown,0,0,0,0,0,0,7,0
1,0,127,1009,0.4411427981660524,15,unknown,0,0,0,0,0,0,42,0
1,0,277,2203,0.9027896973438179,50,work,0,0,0,0,0,0,106,0
1,27,1147,439,0.6172163687572292,38,unknown,0,0,0,0,0,0,78,0
1,0,24,22840,9.96436476841341,193,unknown,1,2,2,1,2,8,38,0
2,0,317,49,0.05646534012951817,72,work,0,0,0,0,0,0,148,0
1,0,72,115,0.10386242034248361,11,unknown,0,0,0,0,0,0,61,0
2,14,115,123,0.16888876415338522,93,unknown,0,0,0,0,0,0,0,0
1,0,33,979,15.144322570976925,54,unknown,0,0,0,0,0,0,7,0
1,0,137,353,0.14220008065893386,45,unknown,0,0,0,0,0,0,34,0
2,32,252,15560,8.48233214364959,34,work,0,0,0,0,0,0,163,0
1,0,37,176,0.3202076430665214,37,unknown,0,0,0,0,0,0,3,0
1,0,77,10,0.047099758760923094,21,unknown,0,0,0,0,0,0,41,0
2,0,2,2,0.0017024977750777774,8,unknown,0,0,0,0,0,0,0,0
2,14,57,283,1.0122939446388917,18,unknown,6,0,0,0,0,0,1,0
1,0,16,24,0.08929783761513793,178,unknown,0,0,0,0,0,0,3,0
1,0,282,578,0.42305304654282405,75,school,0,0,0,0,0,0,197,0
1,0,203,1541,0.7275299825307431,6,university,0,0,0,0,0,0,13,0
1,0,37,55,0.027305001364359437,9,unknown,0,0,0,0,0,0,0,0
1,0,19,102,0.47324212310266567,26,unknown,7,0,0,0,0,0,2,0
1,116,315,27,0.08835424203191729,202,school,0,0,0,0,0,0,0,0
1,20,270,592,0.23451216769138508,224,university,0,0,0,0,0,0,424,0
1,43,71,10650,9.322192912963313,84,unknown,1,0,0,0,0,0,45,0
1,0,26,6,0.018254280864788103,5,unknown,0,0,0,0,0,0,1,0
1,0,84,7,0.03858477329244674,60,unknown,0,0,0,0,0,0,274,0
1,0,58,2611,19.099579080194214,84,unknown,0,0,0,0,0,0,2,0
1,35,162,701,0.4226828666904407,18,university,4,0,0,0,0,0,45,0
1,0,98,404,0.20980413592367136,3,unknown,0,4,4,0,5,3,68,0
1,0,41,372,2.2175182200740293,67,school,0,0,0,0,0,0,11,0
1,0,163,1751,1.433606885631126,96,university,0,0,0,0,0,0,48,0
1,0,187,2854,1.2757041328015817,150,university,0,0,0,0,0,0,112,0
1,18,73,10,0.011423596724188443,53,school,0,1,1,1,6,0,11,0
1,0,11,36,0.05517986722521853,2,unknown,0,0,0,0,0,0,0,0
1,16,92,61,0.0431589494713389,67,school,0,0,0,0,0,0,54,0
1,44,103,3642,6.589708606317491,12,unknown,0,0,0,0,0,0,44,0
1,63,41,2467,1.054922901529141,13,university,0,0,0,0,0,0,18,0
1,0,78,1170,5.644263965376845,51,unknown,0,0,0,0,0,0,10,0
1,0,88,7,0.024661435354255322,1,unknown,0,0,0,0,0,0,5,0
2,0,250,214,0.48721536613011035,25,unknown,0,0,0,0,0,0,13,0
1,0,20,5597,3.138494753070192,1105,university,0,0,0,0,0,0,135,0
1,0,109,190,0.44947462724490894,13,school,6,0,0,0,0,0,13,0
1,0,98,394,0.21380860962657164,58,unknown,0,0,0,0,0,0,67,0
1,35,121,547,0.8451435344520345,128,unknown,0,0,0,0,0,0,46,0
1,33,191,4472,1.3231677993389468,55,university,0,0,0,0,0,0,32,0
1,0,190,11,0.04199407151876703,436,unknown,0,0,0,0,0,0,244,0
1,42,89,251,0.1679660456155486,88,university,0,0,0,0,0,0,40,0
2,30,7,152,0.09415884965314307,0,unknown,0,0,0,0,0,0,5,0
1,14,1,3,0.08760400017710067,3,unknown,0,0,0,0,0,0,0,0
1,14,4,1,0.03090686980302236,0,unknown,0,0,0,0,0,0,1,0
1,22,72,24,0.04259467028025695,88,unknown,0,0,0,0,0,0,252,0
1,32,85,233,0.10637067292406678,73,university,0,0,0,0,0,0,118,0
1,0,126,328,3.302519821505068,165,unknown,0,0,0,0,0,0,0,0
1,0,167,1414,0.5787235697094079,420,university,0,0,0,0,0,0,322,0
1,27,71,1066,0.7066130793250562,26,unknown,0,0,0,0,0,0,214,0
1,39,69,551,0.6316924691176419,6,unknown,0,0,0,0,0,0,18,0
2,0,19,54,0.09499870388749658,51,unknown,0,0,0,6,0,0,55,0
1,18,131,63,0.08441876920561119,228,unknown,0,0,0,0,0,0,74,0
1,16,131,2562,3.1759138517183754,43,unknown,0,0,0,0,0,0,36,0
1,0,130,19,0.030054634954364317,702,work,0,0,0,0,0,0,239,0
1,21,33,33,0.07568305268994563,12,unknown,0,0,0,0,0,0,4,0
1,0,52,47,0.18612143158401126,14,unknown,0,0,0,0,0,0,37,0
1,20,10,717,0.9308641259609329,148,unknown,0,0,0,0,0,0,11,0
1,0,207,1437,0.5795221963725448,13,unknown,0,0,0,0,0,0,129,0
1,0,98,2,0.44091080741791605,133,unknown,0,0,0,0,0,0,103,0
1,0,57,243,0.2543613314949224,70,unknown,0,0,0,0,0,0,8,0
2,0,1207,187,0.18430763239935802,23,unknown,0,3,2,6,1,8,182,0
1,0,83,208,0.10236387867440212,75,university,0,0,0,0,0,0,67,0
1,19,117,2999,1.692814011264338,27,unknown,0,0,0,0,0,0,366,0
1,0,106,174,0.24393253990570912,105,university,0,0,0,0,0,0,15,0
1,0,63,1136,3.869489415166216,33,unknown,0,0,0,0,0,0,2,0
1,17,37,2,3.5790476584992024,83,work,0,0,0,0,0,0,99,0
1,55,238,1893,0.8333222770701193,101,work,0,0,0,0,0,0,62,0
1,52,21,705,0.5956140814230029,140,unknown,0,3,1,1,6,0,42,0
1,40,212,3825,4.594563677999942,457,unknown,0,0,0,0,0,0,345,0
1,0,7,101,0.17254851310475153,120,unknown,7,0,0,0,0,0,0,0
1,14,112,3859,5.381591338748837,227,unknown,0,0,0,0,0,0,0,0
1,64,52,6,0.004302193329364594,0,work,0,0,0,0,0,0,3,0
2,0,55,46,0.18485692309502694,1,unknown,0,0,0,0,0,0,11,0
1,0,359,4633,2.5242682544803876,33,university,0,0,0,0,0,0,505,0
1,0,136,15,0.14060437314317606,682,unknown,0,0,0,0,0,0,20,0
1,42,30,78,0.14671387118129375,15,unknown,4,0,0,0,0,0,27,0
1,0,3,125,0.25797751883576275,4,unknown,0,0,0,0,0,0,0,0
1,14,31,89,0.5193735394392189,11,unknown,0,1,2,1,2,0,13,0
1,0,0,928,0.8635683926118779,6,unknown,0,0,0,0,0,0,0,0
2,0,44,23,0.3224937962300748,7,unknown,0,0,0,0,0,0,1,0
1,0,25,15,0.049933562547393055,0,university,1,0,0,0,0,0,17,0
1,0,80,221,0.07678265831427925,12,work,4,0,0,0,0,3,13,0
1,0,20,9,0.04155930335148845,29,unknown,0,0,0,0,0,0,1,0
1,0,20,35,0.018545780688931108,14,unknown,0,0,0,0,0,0,9,0
1,0,164,697,0.6603116914866515,576,unknown,0,0,0,0,0,0,38,0
1,46,96,1360,8.990859017876586,128,unknown,0,0,0,0,0,0,1,0
1,0,157,5459,4.979050269672482,81,unknown,0,0,0,0,0,0,150,0
1,0,291,659,0.2610650618750964,76,university,0,0,0,0,0,0,442,0
1,0,27,14,0.031153096478971236,39,unknown,0,0,0,0,0,0,5,0
1,0,46,676,0.37972968627505493,43,unknown,0,0,0,0,0,0,71,0
1,28,113,297,0.09961446753868354,87,university,0,0,0,0,0,0,1778,0
1,0,171,9,0.06547293629532133,5,unknown,0,0,0,0,0,0,202,0
1,60,162,15884,12.282552250408562,157,unknown,1,0,0,0,0,0,125,0
1,0,52,2368,1.333860874864277,4,work,0,0,0,0,0,0,9,0
2,0,492,17,0.01783222217229707,776,university,0,0,0,0,0,0,446,0
2,18,328,1054,0.515285852837367,254,university,0,0,0,0,0,0,52,0
1,17,137,23486,14.23783891989778,248,work,0,0,0,0,0,0,321,0
1,0,63,45,0.032267810343654085,53,unknown,0,0,0,0,0,0,14,0
2,16,164,620,0.6795482724171105,99,unknown,6,1,1,1,2,0,3,0
1,21,55,3,0.36292558345328174,7,university,0,0,0,0,0,0,46,0
1,14,61,499,0.36605693403883904,105,unknown,0,0,0,0,0,0,31,0
1,0,40,1559,1.2646084832875584,95,university,0,0,0,0,0,0,7,0
1,21,5,0,0,6,unknown,0,0,0,0,0,0,11,0
2,14,150,994,0.6040441068615705,77,unknown,0,0,0,0,0,0,3,0
1,0,143,2022,2.0347855656816574,39,unknown,4,0,0,0,0,0,21,0
1,0,176,674,0.3756529057358891,97,work,6,0,0,0,0,0,279,0
1,0,40,5363,2.3476270199891185,137,unknown,0,0,0,5,2,0,113,0
1,20,266,2862,1.6608646029776313,451,school,3,0,2,1,2,0,253,0
2,116,163,0,0,193,unknown,0,0,0,0,0,0,53,0
1,0,84,4862,1.7474427117978328,138,university,0,0,0,0,0,3,53,0
1,0,27,167,0.29385016977215556,2,unknown,1,0,0,0,0,0,7,0
1,0,127,6636,3.708869348458618,61,unknown,0,0,0,0,0,0,12,0
1,0,17,8,0.008720035318161566,23,unknown,0,0,0,0,0,0,1,0
2,0,630,81,0.38852304782074515,45,unknown,0,0,0,0,0,0,8,0
1,0,175,103,0.26696812177072654,17,unknown,0,0,0,0,0,0,274,0
2,30,123,7,0.07274256301108024,171,school,0,1,1,3,6,3,18,0
2,0,128,84,0.12475117575611062,208,unknown,0,0,0,0,0,0,41,0
1,0,266,9,0.05127016966232765,103,university,0,0,0,0,0,0,322,0
1,17,62,879,1.6931255055008143,279,unknown,2,5,5,3,6,3,12,0
1,0,40,920,2.0052301775335564,89,unknown,0,0,0,0,0,0,73,0
2,0,145,1703,0.7879936998291928,103,university,0,0,0,0,0,0,675,0
1,0,481,1495,1.3685883854411007,352,work,0,0,0,0,0,0,49,0
1,0,230,908,0.5057781774657253,260,unknown,0,0,0,0,0,0,323,0
1,0,117,14633,7.248545473452795,285,work,0,0,0,0,0,0,238,0
2,0,3,5,0.01452759636311041,143,unknown,0,0,0,0,0,0,78,0
1,0,126,13,0.0581314436197713,175,unknown,0,0,0,0,0,0,45,0
1,0,24,65,0.33803581927699816,95,school,0,0,0,0,0,0,62,0
1,55,117,283,0.22633333644969938,80,unknown,0,0,0,0,0,0,18,0
2,32,34,58,0.21289738763961405,37,unknown,6,0,0,0,0,0,7,0
1,14,28,74,0.3209104992182023,19,unknown,0,0,0,0,0,0,0,0
1,15,21,134,0.29730771348345536,12,unknown,1,0,0,0,0,0,5,0
1,67,52,102,0.18001742815787314,5,work,4,2,2,1,2,0,19,0
1,0,49,32,0.023647381010643287,70,unknown,0,0,0,0,0,0,0,0
1,0,184,521,0.2771798440997612,99,school,0,0,0,0,0,0,75,0
1,0,43,76,0.07295562023093213,16,unknown,0,0,0,0,0,0,7,0
2,0,12,366,0.6982452719001853,47,unknown,0,0,0,0,0,0,8,0
1,30,54,709,1.2522401841711497,49,university,0,0,0,0,0,0,167,0
1,42,625,480,0.18359203879897587,60,work,4,1,1,1,2,0,143,0
1,0,190,456,0.2424045792995199,104,work,0,0,0,0,0,0,229,0
1,0,49,5,0.03229112723541308,329,unknown,0,0,0,0,0,0,66,0
1,61,11,790,2.0238743399858636,15,unknown,0,0,0,0,0,0,8,0
1,14,82,399,1.22096690197074,37,school,0,0,0,0,0,0,31,0
2,0,267,28,0.04234826003302086,269,school,6,0,0,0,0,0,60,0
1,0,80,10,0.026915047698511094,26,work,0,0,0,0,0,0,0,0
2,0,43,72,0.05312639046528864,128,school,0,0,0,0,0,0,83,0
1,0,180,23,0.15809714429872912,47,unknown,0,0,0,0,0,0,163,0
1,0,45,49,0.2065241252140317,90,unknown,0,0,0,0,0,0,20,0
2,23,721,322,0.09984006275661086,71,university,0,0,0,0,0,0,56,0
1,0,40,167,0.2645610864504066,55,unknown,0,0,0,0,0,0,7,0
1,19,186,478,0.3096759355519352,69,university,0,0,0,0,0,0,158,0
1,0,149,878,1.1161098069421587,145,school,0,1,1,1,2,0,37,0
1,0,89,1016,0.7087762788092362,66,unknown,0,0,0,0,0,0,10,0
