sex,age,friends,postsOnTheWall,weeklyPostActivity,pages,occupation,relation,alcohol,smoking,lifeMain,peopleMain,political,followers,goodUser
1,0,141,140,0.09672988842396095,407,unknown,0,0,0,0,0,0,83,1
1,21,61,708,0.41588927763835976,269,university,0,0,0,0,0,0,71,1
1,25,138,42208,24.416278255321416,3042,work,0,0,0,0,0,0,16,1
1,0,161,1,2.038793713719383,242,unknown,7,0,0,0,0,0,10,1
1,17,249,468,0.2818322792235575,1467,unknown,0,0,0,6,1,1,36,1
1,0,85,5,0.013879912730048712,72,university,0,0,0,0,0,0,137,1
1,0,34,306,0.1786100893122733,206,unknown,0,0,0,0,0,0,3,1
1,0,91,446,0.3231369210271676,111,school,1,0,0,1,2,0,4,1
1,0,2,4,0.007240017689441368,139,work,0,0,0,0,0,0,1,1
2,0,401,1220,0.7161409395371271,20,unknown,0,0,0,0,0,0,13,1
1,0,122,0,0,579,work,0,0,0,0,0,0,144,1
1,35,74,1640,0.9672091880449651,530,unknown,0,2,4,1,2,3,44,1
1,36,75,1851,1.093744052166932,124,unknown,0,0,0,0,0,0,130,1
1,0,14,1763,1.0421887649923014,29,unknown,0,0,0,0,0,0,9,1
1,14,23,609,0.3986185864764439,33,unknown,0,0,0,0,0,0,8,1
1,0,1331,823,0.48706247826763704,98,unknown,4,0,0,0,0,0,17,1
1,18,19,4,0.00244980360563881,13,unknown,0,0,0,0,0,0,1,1
1,114,71,4424,2.64802693473114,254,work,0,2,1,6,1,6,120,1
1,0,56,5466,3.3521915925409327,159,unknown,0,0,0,0,0,0,12,1
1,0,39,2401,2.837814312369859,67,university,4,0,0,0,0,0,11,1
1,0,202,700,0.42390083557667385,236,unknown,0,0,0,0,0,0,2,1
1,0,262,2061,1.2486151110599522,212,school,0,0,0,0,0,0,271,1
1,0,1199,140,0.08540592083465647,566,unknown,4,0,0,0,0,0,119,1
1,19,82,18,0.046589809857135955,56,university,0,0,0,1,0,0,119,1
1,0,112,411,0.24949398819003898,13,university,0,0,0,0,0,0,50,1
1,0,5,3430,2.1936311799765598,30,unknown,0,0,0,1,0,0,5,1
2,0,65,1462,1.04955230458261,163,university,0,0,0,0,0,0,4,1
1,0,102,856,0.5223476951852195,102,school,0,0,0,0,0,0,47,1
1,0,968,1629,1.3648708555188753,139,unknown,0,0,0,0,0,0,165,1
2,0,11,4,0.002458174159562275,48,unknown,0,0,0,0,0,0,136,1
1,15,183,517,0.31689157492277875,1721,work,2,0,0,0,1,0,94,1
1,14,181,2155,1.3250232257303014,534,work,0,0,0,0,0,0,21,1
1,16,5521,19,0.5118212117716385,1052,unknown,0,0,0,0,0,0,1592,1
